scenario_id,scenario_type,parent_scenario_id,design_note,rho,class1_share,slots_per_day,lambda_total,lambda_class1,lambda_class2,horizon_class1,horizon_class2,cancel_class1,cancel_class2,balk_threshold_class1,balk_threshold_class2,balk_low_class1,balk_low_class2,balk_high_class1,balk_high_class2,noshow_threshold_class1,noshow_threshold_class2,noshow_low_class1,noshow_low_class2,noshow_high_class1,noshow_high_class2,asymmetric_dimensions
X112,asymmetric_stress,S082,sparse_asymmetry_2_dimension,0.8,0.7,16,12.8,8.959999999999999,3.8400000000000007,28,14,0.3,0.3,12,12,0.1,0.1,0.5,0.3,9,9,0.0,0.0,0.7,0.7,class1:balk_high;class1:horizon
X113,asymmetric_stress,S062,sparse_asymmetry_3_dimension,2.0,0.7,16,32.0,22.4,9.600000000000001,21,21,0.5,0.0,6,6,0.0,0.0,0.0,0.0,4,9,0.0,0.0,0.5,0.3,class2:cancel;class2:noshow_threshold;class1:noshow_high
X114,asymmetric_stress,S207,sparse_asymmetry_1_dimension,0.8,0.1,64,51.2,5.120000000000001,46.080000000000005,21,21,0.3,0.3,9,9,0.3,0.3,0.5,0.5,4,4,0.3,0.0,0.5,0.5,class1:noshow_low
X115,asymmetric_stress,S046,sparse_asymmetry_2_dimension,2.0,0.9,32,64.0,57.6,6.399999999999999,14,7,0.3,0.3,4,4,0.3,0.5,0.5,0.5,4,4,0.0,0.0,0.5,0.5,class1:horizon;class1:balk_low
X116,asymmetric_stress,S131,sparse_asymmetry_1_dimension,2.0,0.3,16,32.0,9.6,22.4,28,28,0.5,0.3,9,9,0.1,0.1,0.1,0.1,4,4,0.7,0.7,0.7,0.7,class2:cancel
X117,asymmetric_stress,S160,sparse_asymmetry_1_dimension,3.1,0.7,64,198.4,138.88,59.52000000000001,14,14,0.5,0.5,9,9,0.0,0.0,0.5,0.7,6,6,0.0,0.0,0.0,0.0,class1:balk_high
X118,asymmetric_stress,S180,sparse_asymmetry_1_dimension,4.0,0.5,16,64.0,32.0,32.0,14,14,0.0,0.0,6,6,0.5,0.5,0.7,0.7,12,12,0.7,0.3,0.7,0.7,class2:noshow_low
X119,asymmetric_stress,S084,sparse_asymmetry_2_dimension,4.0,0.7,32,128.0,89.6,38.400000000000006,7,7,0.1,0.3,4,4,0.1,0.0,0.3,0.3,4,4,0.3,0.3,0.7,0.7,class1:balk_low;class2:cancel
X120,asymmetric_stress,A019,sparse_asymmetry_2_dimension,3.1,0.5,32,99.2,49.6,49.6,14,21,0.0,0.0,4,4,0.5,0.5,0.7,0.7,4,4,0.3,0.5,0.5,0.5,class1:noshow_low;class2:horizon
X121,asymmetric_stress,A002,sparse_asymmetry_3_dimension,0.8,0.3,32,25.6,7.68,17.919999999999998,28,14,0.1,0.1,9,9,0.0,0.0,0.5,0.5,6,4,0.3,0.0,0.3,0.3,class1:noshow_low;class2:noshow_threshold;class1:horizon
X122,asymmetric_stress,S110,sparse_asymmetry_2_dimension,2.0,0.7,64,128.0,89.6,38.400000000000006,28,28,0.1,0.0,9,9,0.0,0.0,0.5,0.5,9,12,0.7,0.7,0.7,0.7,class1:noshow_threshold;class1:cancel
X123,asymmetric_stress,A029,sparse_asymmetry_1_dimension,3.1,0.3,32,99.2,29.759999999999998,69.44,14,14,0.5,0.0,9,9,0.0,0.0,0.5,0.5,6,6,0.0,0.0,0.0,0.0,class2:cancel
X124,asymmetric_stress,S016,sparse_asymmetry_2_dimension,3.1,0.9,64,198.4,178.56,19.839999999999996,14,28,0.1,0.1,12,12,0.0,0.1,0.1,0.1,9,9,0.0,0.0,0.7,0.7,class2:balk_low;class1:horizon
X125,asymmetric_stress,A004,sparse_asymmetry_2_dimension,1.25,0.7,16,20.0,14.0,6.000000000000001,14,28,0.1,0.1,9,9,0.0,0.0,0.1,0.5,6,6,0.0,0.0,0.3,0.3,class2:horizon;class1:balk_high
X126,asymmetric_stress,S165,sparse_asymmetry_1_dimension,3.1,0.1,16,49.6,4.960000000000001,44.64,28,28,0.1,0.1,9,12,0.7,0.7,0.7,0.7,9,9,0.0,0.0,0.1,0.1,class2:balk_threshold
X127,asymmetric_stress,S119,sparse_asymmetry_2_dimension,0.8,0.1,32,25.6,2.5600000000000005,23.040000000000003,28,28,0.3,0.3,4,4,0.0,0.0,0.0,0.7,9,9,0.0,0.0,0.5,0.3,class1:noshow_high;class2:balk_high
X128,asymmetric_stress,S122,sparse_asymmetry_1_dimension,0.8,0.7,32,25.6,17.919999999999998,7.6800000000000015,28,21,0.0,0.0,4,4,0.1,0.1,0.7,0.7,12,12,0.3,0.3,0.3,0.3,class1:horizon
